Event ID,Event Name,Focus Unit,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T20,T30,T40,T50,T100,T200,T300,T400,T500,T1000,T2000,T3000,T4000,T5000,T10000,T20000,T30000,T40000,T50000,T100000
10,Don't Let Doubts Hold You Back,Honami Mochizuki,"73,717,000","72,012,202","17,117,921","16,928,446","16,775,365","15,040,000","13,168,280","12,341,027","12,341,027","10,767,606","5,430,390","4,444,444","3,528,414","3,273,501","2,168,620","1,369,173","1,135,969","1,038,406","1,007,323","808,722","608,339","528,106","476,659","441,770","295,638","183,735","124,326","85,342","61,007","13,380"
11,My Color!,Shizuku Hinomori,"30,126,319","30,126,319","21,878,712","21,696,969","21,544,413","20,553,175","20,506,555","20,439,612","20,311,947","20,149,449","8,712,622","5,370,158","4,451,422","4,227,255","2,607,308","1,502,273","1,248,629","1,147,027","1,110,122","881,344","655,925","565,584","506,002","469,584","305,739","184,251","122,293","83,926","60,083","13,395"
12,Nocturne Interlude,Toya Aoyagi,"32,002,022","32,002,022","32,002,022","24,905,738","22,269,420","20,243,471","20,220,525","20,159,773","18,089,833","18,011,112","12,000,001","8,447,214","6,770,000","6,637,694","4,221,013","1,980,404","1,576,928","1,431,520","1,393,394","1,074,578","775,594","672,161","615,479","583,459","404,787","257,880","186,019","135,695","97,050","18,825"
13,Musical Twilight Parade,Shiho Hinomori,"20,108,509","17,777,777","14,811,028","11,001,028","10,271,701","10,000,000","9,121,965","8,888,888","8,688,879","8,601,027","5,144,712","4,365,409","3,782,819","3,566,925","2,604,836","1,601,606","1,334,840","1,237,656","1,196,637","979,020","761,704","678,758","630,899","599,748","438,460","296,680","220,685","169,126","129,522","30,970"
14,Insatiable Pale Color,Ena Shinonome,"80,000,430","77,777,777","43,025,210","40,017,035","35,047,562","30,040,430","30,040,430","25,525,283","25,430,112","20,428,824","12,614,673","9,735,975","7,504,300","6,640,130","4,605,806","2,111,111","1,772,559","1,593,539","1,534,054","1,203,856","862,182","747,779","691,130","657,308","468,341","313,206","234,828","184,303","146,144","40,677"
15,Smile of a Dreamer,Emu Otori,"66,066,066","60,517,510","58,580,909","56,252,525","52,632,342","52,069,666","52,000,000","51,708,909","51,675,909","50,705,730","18,475,781","13,844,017","11,661,420","11,030,171","6,971,710","2,963,983","2,367,788","2,169,796","2,107,086","1,577,559","1,079,370","916,095","832,595","790,693","552,753","360,144","268,762","208,563","164,250","46,815"
16,Doll Festival at the Tenma's,Saki Tenma,"50,900,509","39,300,677","36,613,920","23,456,789","18,545,509","18,502,500","18,008,135","17,162,619","14,855,933","14,326,623","6,900,599","5,317,400","4,536,298","3,951,778","2,484,678","1,591,179","1,379,245","1,275,751","1,244,118","998,491","763,055","675,633","626,480","591,679","432,916","304,667","237,469","191,985","156,206","50,460"
17,Hear Me! Hopeful Show?,Minori Hanasato,"41,400,414","33,333,333","27,777,777","20,120,718","20,120,718","20,120,718","18,390,414","17,762,259","15,397,979","14,444,444","9,689,259","6,424,808","5,555,700","4,650,450","3,000,414","1,855,988","1,527,696","1,416,246","1,377,508","1,097,918","832,643","734,127","681,718","647,969","468,840","326,545","256,449","210,325","174,795","67,290"
18,Singing Among the Cherry Blossoms,Ichika Hoshino,"81,000,302","39,000,000","30,765,321","22,222,222","21,700,811","20,300,018","20,181,122","20,152,218","20,022,002","20,000,319","10,616,137","7,638,072","6,516,875","6,108,098","4,292,110","2,700,130","2,383,491","2,259,264","2,218,423","1,819,179","1,357,478","1,179,962","1,080,113","1,015,883","699,640","459,900","348,547","278,658","228,240","89,828"
19,Secret Distance,Mizuki Akiyama,"59,827,210","55,000,827","52,827,827","39,647,359","35,827,430","35,430,827","34,308,277","34,288,427","32,725,810","30,333,000","20,000,000","15,619,471","13,728,454","13,180,907","8,052,526","3,339,986","2,713,174","2,416,294","2,317,939","1,716,677","1,143,199","958,430","878,731","841,115","596,767","403,509","316,076","259,730","219,475","100,607"
20,Resonating with you,Shiho Hinomori,"39,000,174","26,022,019","21,042,021","17,544,441","17,001,865","16,400,001","16,078,991","15,193,929","14,799,888","14,719,073","9,300,000","5,827,925","5,250,238","4,823,604","3,304,132","1,927,833","1,615,324","1,503,531","1,464,840","1,171,236","867,839","766,401","715,509","684,899","501,501","359,967","290,985","245,516","211,971","108,556"
21,STRAY BAD DOG,Akito Shinonome,"81,001,112","62,401,112","52,822,302","44,444,444","43,001,112","42,581,112","42,054,540","40,000,529","39,629,726","39,391,112","20,202,020","16,783,029","13,609,670","13,320,798","9,970,088","5,053,352","3,794,670","3,280,423","3,185,379","2,213,368","1,496,285","1,268,307","1,151,741","1,088,737","758,926","512,708","403,248","335,239","285,981","149,587"
22,What's on your mind? Exciting Picnic!,Ena Shinonome,"39,000,430","30,400,174","27,430,530","20,220,827","20,160,529","16,838,221","15,827,430","15,827,430","15,319,770","14,333,406","10,111,250","6,988,327","5,610,734","5,200,430","4,157,059","2,367,444","2,031,568","1,816,163","1,725,932","1,364,561","991,357","874,493","813,811","779,583","581,220","423,727","351,247","304,297","269,640","162,650"
23,You deserve it! Break Time!,Haruka Kiritani,"50,301,327","39,000,301","39,000,301","28,801,414","23,203,020","22,469,670","22,403,358","22,001,206","20,966,387","20,210,341","8,108,925","6,589,057","5,459,487","4,782,866","3,270,218","1,923,038","1,680,500","1,543,413","1,493,487","1,142,565","852,510","760,728","713,795","684,871","518,997","390,435","329,858","290,431","260,738","167,120"
24,An Ode for the Pure of Heart,Toya Aoyagi,"69,696,969","52,000,525","40,039,624","35,599,777","32,401,987","32,401,987","31,507,511","25,326,556","25,252,625","25,252,525","22,605,391","16,666,638","14,242,369","12,406,227","8,454,546","4,809,360","3,982,821","3,510,458","3,370,703","2,523,130","1,797,484","1,552,351","1,425,297","1,367,665","992,612","693,121","560,642","478,525","419,142","251,563"
25,Wonder Magical Showtime!,Tsukasa Tenma,"51,700,909","42,088,517","42,088,517","39,517,720","37,159,246","36,510,349","36,377,777","35,910,047","35,498,597","35,455,624","20,222,552","14,371,068","11,842,495","10,992,990","7,820,881","3,828,240","3,034,166","2,650,100","2,543,597","1,858,145","1,275,401","1,090,145","1,003,392","969,533","718,115","521,610","435,190","381,465","342,820","229,057"
26,Carnation Recollection,Kanade Yoisaki,"70,000,210","60,210,210","60,108,210","50,000,000","37,210,108","36,594,535","35,907,753","35,469,998","35,420,210","35,210,210","20,710,265","17,624,304","15,278,156","13,618,325","7,777,777","3,557,227","2,925,494","2,612,610","2,517,489","1,855,536","1,285,514","1,094,545","1,007,523","968,610","724,531","527,883","440,983","387,332","347,897","232,928"
27,Unnamed Harmony,Saki Tenma,"50,900,509","39,000,509","39,000,509","36,020,394","35,440,253","32,021,908","31,512,744","31,509,509","30,928,728","30,243,528","16,533,278","11,479,124","9,616,836","8,906,915","6,108,962","3,573,743","2,908,290","2,678,910","2,592,497","2,069,721","1,512,867","1,326,383","1,225,570","1,173,344","863,138","618,743","512,063","446,308","399,159","261,622"
28,Awakening Beat,Kohane Azusawa,"132,726,822","105,250,302","105,000,233","100,000,000","32,726,218","30,200,726","30,200,726","28,323,232","26,302,726","26,302,726","16,439,877","11,492,672","10,106,128","9,777,800","5,840,315","3,133,655","2,622,536","2,400,996","2,320,291","1,758,795","1,207,019","1,042,497","969,540","936,026","700,620","514,858","433,860","383,464","347,114","237,964"
29,The Sounds of a Summer Festival!,Akito Shinonome,"111,200,430","54,696,969","54,696,969","43,999,248","43,001,112","43,001,112","43,000,827","43,000,430","42,096,969","36,420,600","24,307,774","17,111,112","15,297,584","14,415,342","9,262,307","4,503,115","3,563,693","3,212,018","3,126,714","2,432,781","1,744,488","1,529,463","1,431,016","1,389,778","1,036,495","753,617","629,979","553,926","499,144","338,976"
30,The BEST Summer Ever!,Honami Mochizuki,"59,102,799","59,102,799","59,102,799","39,711,714","39,302,909","39,302,909","35,000,509","32,509,843","31,027,509","30,052,919","23,135,113","13,890,000","13,087,482","12,730,178","7,509,099","4,195,399","3,550,735","3,266,300","3,174,679","2,496,305","1,820,277","1,601,809","1,472,450","1,413,219","1,039,140","748,882","619,750","541,091","484,823","319,548"
31,Happy Lovely Everyday!,Airi Momoi,"55,555,555","55,555,555","47,517,000","31,900,000","30,417,715","30,417,616","23,191,005","23,190,000","21,319,319","21,319,319","14,390,817","10,700,739","8,747,724","7,603,340","4,869,397","2,846,056","2,461,768","2,288,694","2,202,715","1,749,338","1,302,734","1,156,104","1,077,998","1,044,733","797,368","596,893","506,988","450,061","409,704","284,070"
32,Mermaid Admiration,Nene Kusanagi,"88,000,000","81,412,025","57,200,000","57,200,000","40,000,000","37,777,777","36,729,988","34,206,901","34,206,901","34,103,923","22,000,720","14,771,097","12,711,430","11,561,384","6,823,971","3,795,334","3,143,312","2,830,031","2,733,129","2,077,692","1,466,173","1,278,648","1,190,819","1,153,195","862,762","631,824","528,798","466,233","420,907","287,894"
33,The Moon Rabbit & Us,Shizuku Hinomori,"81,612,271","69,420,248","61,206,108","61,206,108","41,654,025","40,000,126","39,393,939","39,393,939","38,100,612","36,268,626","26,719,592","18,690,420","15,530,414","14,254,778","8,853,487","4,637,401","3,750,978","3,425,966","3,331,539","2,693,894","2,029,393","1,780,272","1,639,266","1,564,813","1,106,689","759,418","612,801","526,721","466,252","298,034"
34,A Bright Future!!,Ichika Hoshino,"141,509,811","69,420,248","60,039,887","52,000,000","41,829,822","40,812,115","40,081,122","39,959,021","39,811,778","39,000,811","18,111,272","12,605,360","10,811,108","9,865,168","6,720,726","3,405,182","2,714,697","2,509,844","2,432,853","1,910,094","1,411,453","1,250,201","1,157,849","1,108,272","814,992","589,747","493,045","433,139","390,720","264,935"
35,Mirage of Light,Mafuyu Asahina,"100,127,827","100,000,027","81,169,518","55,665,566","49,302,484","39,000,827","36,912,155","36,122,273","35,500,000","35,206,992","22,000,000","14,240,490","12,017,856","11,285,191","7,829,906","3,715,045","3,140,209","2,805,045","2,709,406","2,096,077","1,527,461","1,332,713","1,237,463","1,199,831","888,656","634,945","525,232","456,367","406,866","264,280"
36,Scramble Fan Festival!,Minori Hanasato,"171,000,414","82,000,414","80,302,414","73,888,517","51,788,143","51,741,400","51,440,271","50,900,517","50,614,011","45,551,166","25,966,996","21,740,761","17,488,575","17,171,717","10,196,691","5,962,925","5,203,193","4,936,808","4,853,580","3,867,215","2,778,773","2,430,267","2,233,853","2,137,110","1,506,248","1,036,916","843,791","726,933","642,849","408,461"
37,Bout for Beside You,An Shiraishi,"100,726,302","72,600,174","52,712,517","42,810,207","39,302,726","36,726,322","36,531,531","36,363,636","36,000,302","34,500,000","25,501,211","16,682,908","13,942,880","12,474,636","8,327,024","5,086,660","4,226,263","3,928,812","3,823,800","3,001,030","2,198,882","1,927,509","1,780,250","1,720,861","1,266,878","894,380","730,785","630,029","558,639","356,144"
39,What lies behind. What lies ahead.,Mizuki Akiyama,"142,628,210","139,210,827","127,000,827","105,416,828","101,010,101","100,827,430","95,430,827","94,430,827","91,586,944","90,827,430","74,000,210","64,041,901","52,958,912","49,960,269","34,778,378","16,838,254","13,191,707","10,707,560","10,369,018","6,962,818","4,138,920","3,306,822","2,918,516","2,789,441","1,873,144","1,189,590","927,712","776,117","675,598","407,318"
40,Putting Feelings Into Words,Honami Mochizuki,"110,021,280","91,027,509","74,001,027","51,700,021","39,000,811","39,000,509","29,299,999","29,299,999","26,054,169","25,665,843","14,264,492","12,824,048","11,270,131","10,790,376","6,648,860","3,631,461","2,913,363","2,701,833","2,627,640","2,065,828","1,460,899","1,268,376","1,166,838","1,115,816","811,588","578,646","477,105","416,045","371,668","243,199"
41,Time to hang out?,Kohane Azusawa,"130,726,302","72,600,302","53,826,630","26,700,203","22,222,222","22,222,222","21,801,128","21,801,128","21,800,517","21,800,517","13,122,490","10,826,263","8,555,074","8,348,869","5,760,048","3,280,292","2,820,308","2,611,344","2,529,362","2,016,591","1,474,168","1,305,725","1,205,987","1,158,055","846,400","610,561","506,877","441,713","395,025","257,311"
42,The Warmth of Intersecting Melodies,Mafuyu Asahina,"200,044,127","127,000,811","113,289,122","103,923,786","70,127,811","61,197,761","53,058,878","50,224,424","46,121,271","46,121,102","35,022,921","28,227,757","26,109,506","25,496,310","12,059,575","6,641,322","5,177,471","4,684,649","4,550,029","3,480,481","2,492,642","2,150,758","1,965,809","1,875,395","1,288,010","854,322","677,333","570,492","496,488","292,905"
43,MORE MORE Making Christmas,Minori Hanasato,"100,000,414","66,666,666","50,144,510","41,414,141","30,012,757","30,001,225","30,001,225","30,000,000","28,851,788","27,126,414","16,412,659","10,996,990","9,235,760","8,232,985","6,074,236","3,757,820","3,091,671","2,819,121","2,744,715","2,155,057","1,529,925","1,339,469","1,241,423","1,199,640","874,614","632,741","524,662","457,865","409,229","270,298"
44,"Same Dreams, Same Colors",Toya Aoyagi,"111,280,085","111,269,525","100,000,525","61,525,726","61,525,726","60,669,420","59,000,707","56,520,525","52,542,069","50,000,000","38,165,985","36,040,447","31,858,961","27,213,869","16,499,933","6,100,627","4,804,217","4,207,426","4,049,168","2,925,559","1,948,918","1,656,357","1,523,985","1,470,015","1,033,514","716,771","581,291","499,263","441,931","279,330"
